source	source_label	label	claim	explanation	date	fact_check_url
Government of Canada	TRUE	TRUE	The best way to prevent the spread of infections is to wear a non-medical mask or face covering, made with at least two layers of tightly woven fabric, constructed to completely cover the nose and mouth without gaping, and secured to the head by ties or ear loops, to protect the people and surfaces around you.		2020-07-18	https://www.canada.ca/en/public-health/services/publications/diseases-conditions/know-facts-about-coronavirus-disease-covid-19.html
Stanford Healthcare	TRUE	TRUE	Rubbing alcohol and chlorine bleach kill COVID-19	Rubbing alcohol and chlorine bleach can both be used to disinfect surfaces contaminated with the COVID-19 virus.	2020-07-18	https://stanfordhealthcare.org/discover/covid-19-resource-center/covid-19-basics.html
Stanford Healthcare	TRUE	TRUE	Antibiotics do not prevent or treat COVID-19	Antibiotics only work against bacterial infections. They do not work against viruses such as COVID-19	2020-07-18	https://stanfordhealthcare.org/discover/covid-19-resource-center/covid-19-basics.html
Stanford Healthcare	TRUE	TRUE	COVID-19 affects everyone, young and old This virus is affecting both younger and older populations. While older people and those who are vulnerable may have more risk of serious complications		2020-07-18	https://stanfordhealthcare.org/discover/covid-19-resource-center/covid-19-basics.html
Stanford Healthcare	TRUE	TRUE	Cold weather does not kill COVID-19	All parts of the world, including places with colder weather have COVID-19 infections.	2020-07-18	https://stanfordhealthcare.org/discover/covid-19-resource-center/covid-19-basics.html
Stanford Healthcare	TRUE	TRUE	Humidity and warm temperatures do not stop the transmission of COVID-19	The virus has been transmitted to all areas of the globe including warmer climates.	2020-07-18	https://stanfordhealthcare.org/discover/covid-19-resource-center/covid-19-basics.html
Center for Disease Control (CDC)	TRUE	TRUE	Diseases can make anyone sick regardless of their race or ethnicity	Fear and anxiety about COVID-19 can cause people to avoid or reject others even though they are not at risk for spreading the virus.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/share-facts.html
Center for Disease Control (CDC)	TRUE	TRUE	For most people, the immediate risk of becoming seriously ill from the virus that causes COVID-19 is thought to be low.	Some people may have an increased risk for more serious complications from COVID-19 and should take measures to protect themselves.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/share-facts.html
Center for Disease Control (CDC)	TRUE	TRUE	Someone who has completed quarantine or has been released from isolation does not pose a risk of infection to other people.	For up-to-date information, visit CDC s coronavirus disease situation summary page.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/share-facts.html
Center for Disease Control (CDC)	TRUE	TRUE	Most people have mild illness and are able to recover at home.		2020-07-08	https://www.covid-19facts.com/?p=84773
www.covid-19facts.com		TRUE	Non-medical face masks or coverings work more to protect other people if you have the virus than to protect the person wearing them		2020-07-08	https://www.covid-19facts.com/?p=84774
www.covid-19facts.com		TRUE	Medical respirators, which are closely fitted and made of fabric which filters out tiny virus particles, are designed to protect the person wearing the mask from infection		2020-07-08	https://www.covid-19facts.com/?p=84775
www.covid-19facts.com		TRUE	Fabric and non-medical masks or face coverings should be used by people with no symptoms of COVID-19, where physical distancing of one metre or more is difficult and COVID-19 is widespread		2020-07-08	https://www.covid-19facts.com/?p=84776
www.covid-19facts.com		TRUE	In the US, the Centers for Disease Control and Prevention recommends that people wear cloth face coverings in public settings when around people outside of their household, especially when other social distancing measures are difficult to maintain		2020-07-08	https://www.covid-19facts.com/?p=84777
www.covid-19facts.com		TRUE	Non-medical masks work by trapping some of the particles you breathe, cough or sneeze out, which may be carrying virus particles		2020-07-08	https://www.covid-19facts.com/?p=84778
www.covid-19facts.com		TRUE	Wash the mask at high temperatures after each day of use		2020-07-08	https://www.covid-19facts.com/?p=84779
www.covid-19facts.com		TRUE	Clean your hands again after removing your mask		2020-07-08	https://www.covid-19facts.com/?p=84780
www.covid-19facts.com		TRUE	Do not touch the mask while you are wearing it		2020-07-08	https://www.covid-19facts.com/?p=84781
www.covid-19facts.com		TRUE	Place your mask over your face, covering your nose, mouth and chin		2020-07-08	https://www.covid-19facts.com/?p=84782
www.covid-19facts.com		TRUE	Antibodies to the virus that causes COVID-19 start to drop within three weeks of infection, research from China suggests	It had been hoped that people who�d had COVID-19 might develop long-term immunity to further infection. However, studies looking at the levels of IgG antibodies, the type of antibodies that contribute to immunity, suggest this may not be the case. Researchers studied 1,500 people admitted to hospitals in China with confirmed COVID-19 infection. These patients had antibody tests at least 21 days after admission. Almost 1 in 10 had no detectable IgG antibodies to the SARS-CoV-2 virus when tested. Another study of 37 people with a positive SARS-CoV-2 test but no symptoms, found that 40% had no detectable IgG antibodies two months after the infection. The findings suggest that many people who recover from COVID-19 may still develop long-term immunity, but a few could remain vulnerable to future infection. Vaccines train the immune system to recognise the virus and are thought, potentially, to confer longer-lasting immunity. So, these data boosts the hunt for a safe and effective vaccine.	2020-07-08	https://www.covid-19facts.com/?p=84747
www.covid-19facts.com		TRUE	The CDC also stated that it is not yet known whether people who recover from COVID-19 can get infected again, and emphasise infection control and social distancing measures for all.		2020-07-01	https://www.covid-19facts.com/?p=84747
www.covid-19facts.com		TRUE	People given dexamethasone who were on ventilators were one third less likely to die, compared with those not given the steroid	Dexamethasone, a steroid that has been used for decades, helps people recover from severe COVID-19. In a trial, it only seemed to help people who needed oxygen or artificial ventilation. It did not seem to help people with milder disease.	2020-06-26	https://www.covid-19facts.com/?p=84725
www.covid-19facts.com		TRUE	It is not certain whether you can catch COVID-19 from toilets, or not	https://www.covid-19facts.com/?p=84714	2020-06-24	https://www.covid-19facts.com/?p=84714
www.covid-19facts.com		TRUE	Test and trace is an accepted way of trying to limit the number of people each person with an infection passes it on to	This method is now being used to combat COVID-19. By testing people with symptoms, the virus that causes COVID-19. If the person does have SARS-CoV-2, contact tracers then contact everyone that person has recently been in close contact with. These people are told to isolate themselves at home to stop them spreading the virus. If they develop symptoms they will also be tested.	2020-06-22	https://www.covid-19facts.com/?p=84702
www.covid-19facts.com		TRUE	The common test used to assess whether you are currently infected with the SARS-CoV-2 virus uses a technique called PCR to look for the virus  genetic material in the nose and/or throat swabs	The common test used to assess whether you are currently infected with the SARS-CoV-2 virus uses a technique called PCR to look for the virus  genetic material in the nose and/or throat swabs. Antigen tests, which gives a faster result can also be used. If the result is negative, it means you probably do not have the virus at the time of testing. If the result is positive, it means you are currently infected with the virus. The test does not show whether you have had COVID-19 in the past	2020-06-22	https://www.covid-19facts.com/?p=84702
www.covid-19facts.com		TRUE	Age is the most important predictor of whether someone will be severely affected by COVID-19	In one analysis of UK figures, people diagnosed with COVID-19 who were 80 or older were seventy times more likely to die of COVID-19 than those under 40	2020-06-19	https://www.covid-19facts.com/?p=84695
www.covid-19facts.com		TRUE	The time between catching the virus and developing symptoms (the incubation period) is estimated at between one and 14 days		2020-05-20	https://www.covid-19facts.com/?p=84544
www.covid-19facts.com		TRUE	We do not know for certain what proportion of people infected with coronavirus have no symptoms of COVID-19 at any one time		2020-05-20	https://www.covid-19facts.com/?p=84545
www.covid-19facts.com		TRUE	The Oxford Centre for Evidence-Based Medicine researchers concluded:  between 5% and 80% of people testing positive for SARS-CoV-2 may be asymptomatic  and that symptom-based screening will miss many people		2020-05-20	https://www.covid-19facts.com/?p=84546
www.covid-19facts.com		TRUE	the risk of catching something airborne on a plane is lower than in many other confined spaces because of the filters and air exchanges	On most commercial aircraft, air is circulated through hospital-grade HEPA filters (High-Efficiency Particle Filters), which remove 99 percent of bacteria, as well as the airborne particles that carry viruses (Droplets etc). On modern aircraft, there are changes in the air system approximately 15 to 30 times per hour, or once every two to four minutes, which is far more frequent than in offices, movie theatres, or classrooms.	2020-05-14	https://www.covid-19facts.com/?p=84442
www.covid-19facts.com		TRUE	For germs to be passed from person to person through coughs and sneezes in airplanes, one needs to be sitting very close to a sick passenger, usually within two rows and for a long period of time to increase the chances of contracting an illness	It should be noted that one drawback of air quality is its dryness. Air is relatively dry with around 12 percent humidity. This is chiefly a by-product of cruising at high-altitudes, where moisture content is low. While the air is clean, the dryness is bad for sinuses and can break down mucous barriers, making it easier to catch infection. The most common way to pick up a bug when flying is from touching contaminated surfaces tray tables, lavatory doors, and latches on overhead bins, armrests etc which may contain germs. As outlined by the WHO, protect yourself by using an alcohol-based hand sanitizer and washing hands frequently with soap and water.	2020-05-14	https://www.covid-19facts.com/?p=84442
www.covid-19facts.com		TRUE	The US Centers for Disease Control and Prevention (CDC) has said there is likely very low risk of spread from products or packaging that are shipped over a period of days or weeks, with the WHO making a similar statement.		2020-03-30	https://www.covid-19facts.com/?p=83945
www.covid-19facts.com		TRUE	The WHO reports that studies suggest that coronaviruses may persist on surfaces for between a few hours and several days, and that this may vary based on factors like the type of surface, or temperature and humidity of the environment.	They say that there is both a low chance of commercial goods being contaminated by an infected person and or catching the virus off of a package that has been moved, travelled, and been exposed to different conditions and temperature.	2020-03-31	https://www.covid-19facts.com/?p=83945 
World Health Organization (WHO)		TRUE	Currently 4 of 5 people infected with COVID-19 will experience mild or moderate symptoms	While COVID-19 is spreading rapidly, most people will experience only mild or moderate symptoms. That said, this coronavirus can cause severe disease in some people.	2020-07-18	https://www.who.int/westernpacific/emergencies/covid-19/information/severity
World Health Organization (WHO)		TRUE	Around 95% of people who have been sick with COVID-19 to date have recovered or are recovering	The vast majority of people who have contracted the new coronavirus to date have recovered or are recovering. However, even a disease that 95% of people are recovering from can cause a significant number of deaths if it infects enough people.	2020-07-18	https://www.who.int/westernpacific/emergencies/covid-19/information/severity
World Health Organization (WHO)		TRUE	Children and adolescents have been far less affected by COVID-19 and their symptoms have always been mild	There have been relatively few COVID-19 infections among children. Older age groups, especially those with underlying health conditions, are more at risk.	2020-07-18	https://www.who.int/westernpacific/emergencies/covid-19/information/severity
World Health Organization (WHO)		TRUE	Even if you are less than 60 years old and do not have an underlying health condition you can still become sick with COVID-19	Anyone can get infected and spread the disease to others. Some young, healthy people have become seriously sick, and some have even died._ Low risk isnt no risk.	2020-07-18	https://www.who.int/westernpacific/emergencies/covid-19/information/severity
European Center for Disease Control		TRUE	The infectious period may begin one to two days before symptoms appear, but people are likely most infectious during the symptomatic period, even if symptoms are mild and very non-specific	The infectious period may begin one to two days before symptoms appear, but people are likely most infectious during the symptomatic period, even if symptoms are mild and very non-specific. The infectious period is now estimated to last for 7-12 days in moderate cases and up to two weeks on average in severe cases.	2020-07-18	https://www.ecdc.europa.eu/en/covid-19/questions-answers
European Center for Disease Control		TRUE	Preliminary data from the EU/EEA (from the countries with available data) show that around 20-30% of diagnosed COVID-19 cases are hospitalised and 4% have severe illness	Preliminary data from the EU/EEA (from the countries with available data) show that around 20-30% of diagnosed COVID-19 cases are hospitalised and 4% have severe illness. Hospitalisation rates are higher for those aged 60 years and above, and for those with other underlying health conditions.	2020-07-18	https://www.ecdc.europa.eu/en/novel-coronavirus/facts
Center for Disease Control (CDC)		TRUE	In general, the more closely you interact with others and the longer that interaction, the higher the risk of COVID-19 spread		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	Being in a group with people who aren't social distancing or wearing cloth face coverings increases your risk.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	Some people have the virus and don't have any symptoms, and it is not yet known how often people without symptoms can transmit the virus to others.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	The closer you are to other people who may be infected, the greater your risk of getting sick.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	Indoor spaces are more risky than outdoor spaces where it might be harder to keep people apart and there s less ventilation.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	Spending m0ore time with people who may be infected increases your risk of becoming infected		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	Spending more time with people increases their risk of becoming infected if there is any chance that you may already be infected.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	Practice social distancing because COVID-19 spreads mainly among people who are in close contact with others.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	It's important that you and the people around you wear a cloth face covering when around people not living in your household and particularly when it s difficult to stay 6 feet away from others consistently.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	Activities are safer if you can maintain at least 6 feet of space between you and others, because COVID-19 spreads easier between people who are within 6 feet of each other		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	Indoor spaces with less ventilation where it might be harder to keep people apart are more risky than outdoor spaces. Interacting without wearing cloth face coverings also increases your risk.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/deciding-to-go-out.html
Center for Disease Control (CDC)		TRUE	Wear cloth face coverings when less than 6 feet apart from people or indoors		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html
Center for Disease Control (CDC)		TRUE	You could spread COVID-19 to others even if you do not feel sick		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html
Center for Disease Control (CDC)		TRUE	The cloth face cover is meant to protect other people in case you are infected		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/prevention.html
Center for Disease Control (CDC)		TRUE	Social distancing, also called  physical distancing,  means keeping a safe space between yourself and other people who are not from your household	To practice social or physical distancing, stay at least 6 feet (about 2 arms length) from other people who are not from your household in both indoor and outdoor spaces	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/social-distancing.html
Center for Disease Control (CDC)		TRUE	Recent studies indicate that people who are infected but do not have symptoms likely also play a role in the spread of COVID-19		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html
Center for Disease Control (CDC)		TRUE	COVID-19 can live for hours or days on a surface, depending on factors such as sunlight, humidity, and the type of surface		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html
Center for Disease Control (CDC)		TRUE	It may be possible that a person can get COVID-19 by touching a surface or object that has the virus on it and then touching their own mouth, nose, or eyes	It may be possible that a person can get COVID-19 by touching a surface or object that has the virus on it and then touching their own mouth, nose, or eyes. However, this is not thought to be the main way the virus spreads. Social distancing helps limit opportunities to come in contact with contaminated surfaces and infected people outside the home.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html
Center for Disease Control (CDC)		TRUE	It is safest to avoid crowded places and gatherings where it may be difficult to stay at least 6 feet away from others who are not from your household		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html
Center for Disease Control (CDC)		TRUE	For the general public, wearing gloves is not necessary in most situations, like running errands. CDC recommends wearing gloves when you are cleaning or caring for someone who is sick.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/gloves.html
Center for Disease Control (CDC)		TRUE	Use disposable gloves when cleaning and disinfecting the area around the person who is sick or other surfaces that may be frequently touched in the home.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/gloves.html
Center for Disease Control (CDC)		TRUE	Use disposable gloves when touching or having contact with blood, stool, or body fluids, such as saliva, mucus, vomit, and urine		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/gloves.html
Center for Disease Control (CDC)		TRUE	After using disposable gloves, throw them out in a lined trash can. Do not disinfect or reuse the gloves.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/gloves.html
Center for Disease Control (CDC)		TRUE	Wearing gloves outside of these instances (for example, when using a shopping cart or using an ATM) will not necessarily protect you from getting COVID-19 and may still lead to the spread of germs.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/gloves.html
Center for Disease Control (CDC)		TRUE	COVID-19 is a respiratory virus and is mainly spread through droplets created when a person who is infected coughs, sneezes, or talks		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/gloves.html
Center for Disease Control (CDC)		TRUE	To reduce the spread of COVID-19, CDC recommends that people wear cloth face coverings in public settings when around people outside of their household, especially when other social distancing measures are difficult to maintain		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/about-face-coverings.html
Center for Disease Control (CDC)		TRUE	Recent studies show that a significant portion of individuals with COVID-19 lack symptoms (are  asymptomatic ) and that even those who eventually develop symptoms (are  pre-symptomatic ) can transmit the virus to others before showing symptoms		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/about-face-coverings.html
Center for Disease Control (CDC)		TRUE	Cloth face coverings are most likely to reduce the spread of COVID-19 when they are widely used by people in public settings		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html
Center for Disease Control (CDC)		TRUE	Cloth face coverings should not be worn by children younger than 2 years old		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html
Center for Disease Control (CDC)		TRUE	Cloth face coverings should not be worn by anyone who is unconscious, incapacitated, or otherwise unable to remove the cloth face covering without assistance		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html
Center for Disease Control (CDC)		TRUE	People who are deaf or hard of hearing or those who care for or interact with a person who is hearing impaired may be unable to wear cloth face coverings if they rely on lipreading to communicate		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html
Center for Disease Control (CDC)		TRUE	People should not wear cloth face coverings while engaged in activities that may cause the cloth face covering to become wet, like when swimming at the beach or pool.	A wet cloth face covering may make it difficult to breathe. For activities like swimming, it is particularly important to maintain physical distance from others when in the water.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html
Center for Disease Control (CDC)		TRUE	CDC does not recommend use of face shields for normal everyday activities or as a substitute for cloth face coverings	It is not known if face shields provide any benefit as source control to protect others from the spray of respiratory particles. CDC does not recommend use of face shields for normal everyday activities or as a substitute for cloth face coverings. Some people may choose to use a face shield when sustained close contact with other people is expected. If face shields are used without a mask, they should wrap around the sides of the wearer s face and extend to below the chin. Disposable face shields should only be worn for a single use. Reusable face shields should be cleaned and disinfected after each use. Plastic face shields for newborns and infants are NOT recommended.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html
Center for Disease Control (CDC)		TRUE	Currently, there is no evidence to suggest that handling food or consuming food is associated with COVID-19.	Coronaviruses, like the one that causes COVID-19, are thought to spread mostly person-to-person through respiratory droplets when someone coughs, sneezes, or talks. It is possible that a person can get COVID-19 by touching a surface or object, including food or food packaging, that has the virus on it and then touching their own mouth, nose, or possibly their eyes. However, this is not thought to be the main way the virus spreads.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	The risk of getting COVID-19 from food, treated drinking water, or food packaging is very low	Currently, there is no evidence that food is associated with spreading the virus that causes COVID-19.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	The risk of infection by the virus from food products, food packaging, or bags is thought to be very low	Currently, no cases of COVID-19 have been identified where infection was thought to have occurred by touching food, food packaging, or shopping bags.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	There is no evidence of the virus spreading to consumers through the food or packaging that workers in these facilities may have handled.	Although bacteria can grow on food, a virus requires a living host like a person or an animal to multiply.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	The virus that causes COVID-19 cannot grow on food		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	Currently, there is no evidence that the virus that causes COVID-19 spreads to people through food	Currently, there is no evidence that the virus that causes COVID-19 spreads to people through food. However, it is important to safely handle and continue to cook foods to their recommended cooking temperaturesexternal icon to prevent foodborne illness.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	The virus that causes COVID-19 has not been found in drinking water.	The Environmental Protection Agency regulates water treatment plants to ensure that treated water is safe to drink.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	If someone in your home is sick, clean and disinfect  high-touch  surfaces daily such as handles, kitchen countertops, faucets, light switches, and doorknobs.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	Do NOT use disinfectants designed for hard surfaces, such as bleach or ammonia, on food packaged in cardboard or plastic wrap.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	Do NOT wash produce with soap, bleach, sanitizer, alcohol, disinfectant or any other chemical.		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	Currently, there is no evidence that you can get infected with the virus that causes COVID-19 by eating food, including wild hunted game meat	Currently, there is no evidence that you can get infected with the virus that causes COVID-19 by eating food, including wild hunted game meat. However, hunters can get infected with other diseases when processing or eating game. Hunters should always practice good hygiene when processing animals by following these food safety recommendations:	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	Dietary supplements aren't meant to treat or prevent COVID-19	Certain vitamins and mineralsexternal icon (e.g. Vitamins C and D, zinc) may have effects on how our immune system works to fight off infections, as well as inflammation and swelling.	2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/food-and-COVID-19.html
Center for Disease Control (CDC)		TRUE	To learn if you have a current infection, viral tests are used		2020-07-18	https://www.cdc.gov/coronavirus/2019-ncov/testing/index.html
